Name,Question,Confidence,Medianconf,Questiontext,Deviation_from_median_confidence
Liran Einav,2,10,7,The first required class for undergraduate economics majors at my university accurately reflects the way that economists think about a range of economics problems.,3
Liran Einav,3,1,7,Presidents should make public statements about Federal Reserve interest rate decisions.,-6
Liran Einav,3,10,5,The first required class for undergraduate economics majors at my university addresses the most pressing economic issues in the US.,5
Liran Einav,3,NA,6,The incidence of the latest round of US import tariffs is likely to fall primarily on American households.,NA
Liran Einav,3,NA,5,The impact of the tariffs – and any Chinese countermeasures – on US prices and employment is likely to be felt most heavily by lower income groups and regions.,NA
Liran Einav,3,1,8,Selecting candidates for membership of the Federal Open Market Committee (FOMC) based primarily on their political views would lead to worse monetary policy outcomes than has been the case over the last 15 years.,-7
Liran Einav,3,5,6,The admission of children of alumni and donors at elite private colleges and universities crowds out applicants with greater academic potential.,-1
Liran Einav,3,5,5,The net effect of admitting children of alumni and donors (including any impact on donations and any losses of other high potential applicants) is likely to be a reduction in the contribution of colleges and universities to society.,0
Liran Einav,3,1,5,Senator Warren’s,-4
Liran Einav,3,1,5,proposed,-4
Liran Einav,3,1,5,"If successfully enforced, Senator Warren’s proposed wealth tax would substantially decrease the share of wealth going to the top 0.1% of wealth-holders after 20 years.",-4
Liran Einav,3,4,5,"A public policy goal that could be accomplished with a well-enforced wealth tax could be equally accomplished with modifications to existing federal taxes – for example, revising the estate tax and/or capital gains tax.",-1
Liran Einav,4,1,6,The Federal Reserve should always be able to make emergency loans to banks.,-5
Liran Einav,4,4,5,Forcing Amazon to divest Whole Foods now would be in the public interest.,-1
Liran Einav,4,4,5,Acquisitions by large tech platforms where there are risks of anti-competitive effects like those posed by Amazon’s acquisition of Whole Foods should not be permitted.,-1
Liran Einav,4,5,8,"Large tech platforms, such as Amazon Marketplace and Google Search, should be designated as ‘platform utilities' and broken apart from any participant on that platform.",-3
Liran Einav,4,5,8,Countries that borrow in their own currency should not worry about government deficits because they can always create money to finance their debt.,-3
Liran Einav,4,7,5,Countries that borrow in their own currency can finance as much real government spending as they want by creating money.,2
Liran Einav,4,7,4,"When local governments compete by offering subsidies to a firm that is willing to relocate, and shopping across multiple alternative areas, the firm typically captures most of value that is created via the relocation.",3
Liran Einav,4,1,7,A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,-6
Liran Einav,4,1,8,"It is best for society if the management of U.S. publicly traded corporations only considers the impact of their decisions on customers, employees, and community members to the extent that these impacts feedback to impact shareholder wealth.",-7
Liran Einav,4,1,6,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks.",-5
Liran Einav,4,3,7,"Raising the top federal marginal tax on earned personal income to 70% (and holding the rest of the current tax code, including the top bracket definition, fixed) would raise substantially more revenue (federal and state, combined) without lowering economic activity.",-4
Liran Einav,5,10,5,"Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to lower aggregate medical debt among patients.",5
Liran Einav,5,7,6,"Rather than using second-round runoffs to settle elections in which no candidate wins a first-round majority, it would be better to use",1
Liran Einav,5,NA,7,ranked-choice voting,NA
Liran Einav,5,1,6,The US spends roughly,-5
Liran Einav,5,7,6,17% of GDP on healthcare,1
Liran Einav,5,8,5,"Considering a broad range of costs and benefits is a better tool for guiding climate policy than setting temperature limits (such as 1.5 °C , eg) based on expected links between temperature increases and the extent of environmental harm.",3
Liran Einav,5,9,6,Carbon taxes are a better way to implement climate policy than cap-and-trade.,3
Liran Einav,5,9,7,"Ideas are nonrival, so increasing returns to scale is an essential feature of technological change in a market economy.",2
Liran Einav,5,1,7,"If a small number of firms have a large combined market share in a properly defined market, it is strong evidence that those firms have substantial market power.",-6
Liran Einav,5,1,7,"Capping the number of ride-sharing drivers as is being discussed in New York City, Chicago and London will make the average resident in that city worse off.",-6
