Name,Question,Institution,gender,Confidence,Medianconf,Vote,Median,Comment,Topic,Qtext
Jan Eeckhout,63,University College London,m,8,6,Strongly Disagree,Uncertain,"Panelist meant to Strongly Agree (misread question). OECD # of physicians/cap 50% > US. Licensing, entry barriers in US mkt for physicians.",US Healthcare: Prices vs Quantity and Quality,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
Jan Pieter Krahnen,63,Goethe University Frankfurt,m,NA,6,No Opinion,Uncertain,,US Healthcare: Prices vs Quantity and Quality,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
Botond Kőszegi,63,Central European University,m,9,6,Strongly Agree,Uncertain,,US Healthcare: Prices vs Quantity and Quality,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
Eliana La Ferrara,63,Bocconi,f,NA,6,Did Not Answer,Uncertain,,US Healthcare: Prices vs Quantity and Quality,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
Jordi Galí,63,Universitat Pompeu Fabra,m,NA,6,No Opinion,Uncertain,,US Healthcare: Prices vs Quantity and Quality,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
Elena Carletti,63,Bocconi,f,NA,6,Did Not Answer,Uncertain,,US Healthcare: Prices vs Quantity and Quality,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
Philippe Aghion,14,Harvard,m,NA,6,Did Not Answer,Uncertain,,US Healthcare: Prices vs Quantity and Quality,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
Rachel Griffith,63,University of Manchester,f,7,6,Strongly Agree,Uncertain,,US Healthcare: Prices vs Quantity and Quality,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
Costas Meghir,63,Yale,m,NA,6,Did Not Answer,Uncertain,,US Healthcare: Prices vs Quantity and Quality,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
John Van Reenen,63,MIT,m,6,6,Agree,Uncertain,"My work shows that prices are major driver of private US healthcare spending. This is related to market power of hospitals
-see background information here",US Healthcare: Prices vs Quantity and Quality,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
